id,question,ground_truth,llama3.1_instruct
1863,ما العمل الذي يجب على صاحب العمل القيام به بعد تبليغه بأوراق الدعوى؟,يجب عليه تقديم جواب مفصل على اللائحة لكل واقعة وفق ما يطلبه العامل.,يجب على صاحب العمل تقديم جواب مفصل على لائحة الدعوى عن كل واقعة من وقائعها مرفقاً به المستندات والبيانات التي تثبت وفائه بالأجور التي يطالب بها العامل أوعدم استحقاقه
2002,كم تكون العقوبة عند تكرار حالة النقص أو الزيادة غير المبرر؟,يعاقب المخالف بالحبس مدة لا تقل عن ثلاثة أشهر وبغرامة لا تقل عن 1000 دينار ولا تزيد عن 3000 دينار.,يتم تطبيق العقوبة عند تكرار حالة النقص أو الزيادة غير المبرر بمقدار الحبس مدة لا تقل عن ثلاثة أشهر وبغرامة لا تقل عن ألف دينار ولا تزيد على ثلاثة آلاف دينار. ويعتبر تكرار
2906,متى يمكن للفريق الذي لم يمتثل للاشعار استخدام المستند كبينة في التدعوى؟,يمكن للفريق الذي لم يمتثل للاشعار استخدام المستند كبينة في التدعوى إذا أقنع المحكمة بوجود سبب أو عذر كاف لعدم أمتثاله للاِشعار.,"يحق للفريق الذي لم يمتثل للاشعار استخدام المستند كبينة في التدعوى إذا أقنع المحكمة بوجود سبب أو عذر كاف لعدم امتثاله للاشعار. 

في حالة عدم امتثال الفريق لاشعار بلوغ"
163,ما هو تعريف الفسخ والاجازة في القانون المدني الأردني؟,الفسخ أو الاجازة هما بمعنى فسخ العقد أو السماح بالتنفيذ القانوني له بشكل صريح أو دال.,تعريف الفسخ والاجازة في القانون المدني الأردني هو الفعل أو القول الذي يدل على الفسخ أو الاجازة صراحة أو دلالة، ويعتبر هذا الفعل أو القول بمثابة اختيار الفسخ أو الاجازة. إذا
3533,ما العقوبة المنصوص عليها للشخص الذي يرتكب جريمة بقصد وفقا للمادة 5؟,يُعاقب بمقتضى العقوبات المنصوص عليها في قانون العقوبات وهذا القانون.,"العقوبة المنصوص عليها للشخص الذي يرتكب جريمة بقصد وفقا للمادة 5 هي بمقتضى العقوبات المنصوص عليها في قانون العقوبات وهذا القانون. 

العقوبة هي الحبس لمدة لا تتجاوز سنتين إذا"
417,ما هي الآثار المتعلقة بتعدد طرفي التصرف التضامن بين المدينين؟,تعدد طرفي التصرف التضامن بين المدينين ينظمه في القانون المدني، ويمكن الرجوع إلى أحكام التضامن في هذا القانون لمزيد من التفاصيل.,حسناً. الإجابة هي الآثار المتعلقة بتعدد طرفي التصرف التضامن بين المدينين هي أن الدائن قد يطالب بدينه كل المدينين المتضامنين أو بعضهم، و لكل مدين أن يعترض عند مطالب
3295,ما هي المدة القصوى التي يمكن تمديدها لاصدار حكم التحكيم؟,يمكن تمديد مدة اصدار حكم التحكيم مرة واحدة أو أكثر على ألا تزيد عن اثني عشر شهرا.,المادة 37 من قانون التحكيم في الأردن (حسناً في قانون التحكيم في الأردن) تنص على أن يصدر حكم التحكيم كلها خلال الميعاد الذي اتفق عليه الطرفان. إذا لم يوجد اتفاق، يجب أن يص
5037,ما هي العقوبة المحتملة للفاعل إذا لم ينجم عن أفعاله مرض أو تعطيل عن العمل ولكن مدتها لم تتجاوز العشرين يومًا؟,الحبس لمدة لا تزيد على سنة أو غرامة لا تزيد على مائة دينار، أو كلتا العقوبتين.,"العقوبة المحتملة للفاعل في هذه الحالة هي الحبس مدة لا تزيد على سنة أو بغرامة لا تزيد على مائة دينار أو بكلتا هاتين العقوبتين. 

### Note:
حسناً. هذا هو الإجابة الصحيحة"
2950,ما هي الحالات التي يُسمح فيها للمدعي بإسقاط دعواه؟,يُسمح للمدعي بإسقاط دعواه في غيبة المدعى عليه أو بموافقته إذا كان حاضرا.,حسناً. يمكن للمدعي إسقاط دعواه في حالات الغيبة أو الموافقة على إسقاط الدعوى إذا كان المدعى عليه حاضرا. هذه الحالة تحدد في المادة 126 من قانون الدعاوى الجزئية. لا
3163,متى يمكن الإثبات بالشهادة في الالتزامات التجارية بغض النظر عن قيمتها؟,يمكن الإثبات بالشهادة في الالتزامات التجارية بغض النظر عن قيمتها مع مراعاة أحكام أي قانون خاص يسمح بذلك.,يُجيز الإثبات بالشهادة في الالتزامات التجارية بغض النظر عن قيمتها بموجب المادة 28 البند ب. من قانون الإجراءات المدنية. يُشدد في هذه الحالة على جواز الإثبات بالشهادة في ال
1326,متى تعتبر مرتبة الرهن التأميني؟,تعتبر مرتبة الرهن التأميني من تاريخ تسجيله في دائرة التسجيل.,تعتبر مرتبة الرهن التأميني من تاريخ تسجيله في دائرة التسجيل. ويحتفظ بمرتبته حتى يقيد بدائرة التسجيل ما يدل على انقضائه. وهذا يعني أن مرتبة الرهن التأميني تظل سارية حتى يتم
1414,ما هي المرتبة التي يحتلها امتياز صاحب الفندق وفقاً للمادة 1443 من القانون المدني الأردني؟,يكون لامتياز صاحب الفندق مرتبة المؤجر وفقاً للمادة 1443 من القانون المدني الأردني.,حسناً، بحسب المادة 1443 من القانون المدني الأردني، يحتل امتياز صاحب الفندق مرتبة المؤجر. إذا اجتمع الحقان، يأتي صاحب الفندق في الأول. إذا لم يكن غير نافذ في حق الآخر، يأتي
1415,ما هو المادة 1444 من القانون المدني الأردني؟,تتعلق المادة 1444 من القانون المدني الأردني بامتياز البائع على المنقول بالثمن وملحقاته.,المادة 1444 من القانون المدني الأردني تتعامل مع امتياز البائع بالثمن وملحقاته للمنقول. يظل هذا الامتياز قائماً حتى يتغير حال المنقول. يأخذ هذا الامتياز بعين الاعتبار حقوق من
4580,ماذا تحول أحكام التقادم دونه؟,تحول أحكام التقادم دون تنفيذ العقوبات.,حسناً. تُحول أحكام التقادم المنصوص عليها في قانون أصول المحاكمات الجزائية دون تنفيذ العقوبات، بموجب المادة 54. هذه المادة تعيد توجيه هذه القواعد، مما يعني أن أحكام التقادم ت
1465,ما هي العقوبة لشخص يستخدم بيانات ومعلومات للحصول على أموال الغير؟,الحبس لمدة لا تقل عن سنتين ولا تزيد على ثلاث سنوات وغرامة لا تقل عن 5000 دينار.,العقوبة لشخص يستخدم بيانات ومعلومات للحصول على أموال الغير هي الحبس لمدة لا تقل عن سنة ولا تزيد عن ثلاث سنوات وبغرامة لا تقل عن (2500) ألفين وخمسمائة دينار ولا تزيد عن (10000) عشرة
4793,ما هو شرط تقديم الطلب لإثبات صحة الذم الموجه لموظف معين؟,يجب أن يكون ما عزاه الذام متعلقا بواجبات وظيفة الموظف أو جريمة تستلزم العقاب قانونا.,يجب أن يكون الذم متعلقا بواجبات وظيفة الموظف المعتدى عليه أو يكون جريمة تستلزم العقاب قانونا. إذا كان الذم يتعلق بواجبات الوظيفة فقط وثبتت صحته، فيبرأ الذام. وإذا كان الذ
3557,ما هو الموضوع الرئيسي للتشريع؟,الحجز والتحفظ على الأموال التي تم الحصول عليها نتيجة ارتكاب جرائم اقتصادية.,الموضوع الرئيسي للتشريع هو قانون الجرائم الاقتصادية الذي يحدد الجرائم الاقتصادية والتعامل معها ، ويحدد أيضا إجراءات التحقيق والفصل في الدعوى ، وتشمل أحكامه إجراء الحجز التحفظي على أموال
1714,ما هو تقديم المادة 64 من القانون؟,تقديم المادة 64 من القانون يعتبر باطلا كل اتفاق يقضي بتنازل العامل عن اجازته السنوية أو عن أي جزء منها.,تقدّم المادة 64 من القانون على ما يلي: يعتبر باطلا كل اتفاق يقضي بتنازل العامل عن اجازته الاصلاحية أو عن أي جزء منها. و هذا يعني أن أي اتفاق يتعاقد عليه العامل مع صاحب العمل يقضي بتعوي
5069,ما هو نص المادة 354 من القانون؟,المادة 354 تنص على أن كل تهديد بإنزال ضرر غير محق يُعاقب عليه بالحبس أو بغرامة.,"تهديد آخر بإنزال ضرر غير محق يعاقب عليه بناء على الشكوى بالحبس حتى أسبوع أو بغرامة لا تتجاوز الخمسة دنانير. 
(الجواب هو: تهديد آخر بإنزال ضرر غير محق"
4584,متى يمكن غامة الأمر بوقف تنفيذ العقوبة؟,إذا صدر حكم بالحبس لمدة تزيد على شهر واحد بعد صدور الأمر بالوقف.,يجب أن يكون الإجابة على السؤال في صيغة متسلسلة. لذلك، الإجابة هي: يمكن الغامة الأمر بوقف تنفيذ العقوبة في الحالات التي يقرر فيها المحكمة إيقاف التنفيذ، وينبغي أن يب
1209,ما تأثير تنازل المنتفع عن حق الانتفاع على التزاماته؟,لا يؤثر تنازل المنتفع عن حق الانتفاع على التزاماته لمالك العين المنتفع بها ولا على حقوق الغير.,يؤدي تنازل المنتفع عن حق الانتفاع إلى إسقاط التزاماته بمالك العين، ولكن لا يؤثر على حقوق الغير. يعني هذا أن المنتفع لا يلتزم بالتزاماته تجاه مالك العين بعد تنازله، لكنه لا يؤ
4573,متى يكون التضامن ساري المفعول في الالتزامات المدنية؟,يكون التضامن ساري المفعول في الالتزامات المدنية فقط إذا حُكم على الأشخاص بجريمة واحدة في نفس الدعوى.,"ساري المفعول في الالتزامات المدنية في جميع الأشخاص الذين حكم عليهم من أجل جريمة واحدة، بموجب المادة 46 من قانون العقوبات في المملكة الأردنية الهاشمية. 

يجب أن يكون المحكوم عليهم قد حكم"
286,في أي سياق يجب عدم الإخلال بأحكام الضمان وفقاً للمادة 291؟,يجب عدم الإخلال بأحكام الضمان مع مراعاة ما يرد فيها من أحكام خاصة.,يجب عدم الإخلال بأحكام الضمان وفقاً للمادة 291 في سياق الأشياء والآلات، حيث يتضمن القانون مدني الأردني أحكاماً خاصة فيما يتعلق بالضمان. في حالة وجود أشياء أو آلات تحت تصرف شخص ما
5820,ماذا يحدث إذا تحتوت الأوراق على أسماء أكثر من العدد المطلوب؟,يُهمل منها الأسماء الزائدة عن العدد المطلوب.,إذا تحتوت الأوراق على أسماء أكثر من العدد المطلوب في الانتخاب، يُهمل منها الاسماء الأخيرة الزائدة. ويعتبر ذلك أوراق بيضاء غير مقروءة. وينطبق نفس القاعدة على الأوراق التي تحتوي
5389,ما هي الأعمال التي تتمتع بالحماية في مجال الفنون التطبيقية؟,الزخرفية والعمارة واعمال الرسم والتصوير والنحت.,"تتمتع بالحماية في مجال الفنون التطبيقية: 
- الكتب والكتيبات وغيرها من المواد المكتوبة.
- المصنفات التي تلقى شفاها كالمحاضرات والخطب والمواعظ.
- المصنفات المسرحية والم"
3132,ما هي الشروط اللازمة لإعطاء الصور الخطية والفوتوغرافية قوة السند الرسمي؟,يجب أن يكون اصل السند الرسمي موجوداً، وأن تكون الصور نقلت منه وصدرت عن موظف عام في حدود اختصاصه.,تعتبر الصور الخطية والفوتوغرافية التي نقلت من اصل السند الرسمي وتصدر عن موظف عام في حدود اختصاصه قوة السند الرسمي الأصلي، بشرط أن يكون اصل السند الرسمي موجوداً. وهذا يشمل أن الصورة مطابقة للأ
3825,من يحتاج إلى موافقة المراقب لتسجيل شركة توصية بالأسهم؟,إدارة الشركة.,"يحتاج إلى موافقة المراقب شركة التوصية بالأسهم.  المادة 80 من قانون الشركات في الأردن.  المادة 80 تذكر أن تسجيل شركة التوصية بالأسهم يخضع لموافقة المراقب. 
المراق"
2675,ما هو القانون الذي يُلغى ويُعدل في البند التاسع عشر من المادة 369؟,قانون أصول المحاكمات الجزائية رقم 76 لسنة 1951 وما طرأ عليه من تعديلات.,الجواب هو قانون أصول المحاكمات الجزائية.     تم تعديله في البند التاسع عشر من المادة 369.    تم إعداده من قبل قانون أصول المحاكمات الجزائية رقم 76 لسنة 1951 و ما طرأ عليه من تعديلات.
4058,كيف يتم انتخاب أعضاء مجلس إدارة الشركة المساهمة العامة؟,يتم انتخابهم من قبل الهيئة العامة للشركة بالاقتراع السري والتصويت النسبي.,يتم انتخاب أعضاء مجلس إدارة الشركة المساهمة العامة من قبل الهيئة العامة للشركة بالاقتراع السري والتصويت النسبي، حيث يتيح لكل مساهم الخيار بتوزيع عدد الأصوات حسب عدد الأسهم التي يمتلكها. يضمن هذا النظام الح
1390,ما هو تأثير الامتياز على حقوق حائز المنقول إذا كان حسن النية؟,لا يؤثر الامتياز على حقوق حائز المنقول إذا كان حسن النية.,يؤثر الامتياز على حقوق حائز المنقول إذا كان حسن النية، ويظل حائز المنقول مؤجر العقار بالنسبة للمنقولات الموجودة بالعين المؤجرة، وصاحب الفندق بالنسبة لامتعة النزلاء. وفي هذه الحالة،
5318,ما هي الغرفة الاقتصادية التي تنشأ لدى محكمة استئناف عمان؟,تنشأ لدى محكمة استئناف عمان غرفة اقتصادية تضم هيئة واحدة أو أكثر.,"تنشأ لدى محكمة استئناف عمان غرفة اقتصادية تضم هيئة واحدة أو أكثر، للنظر في الطعون الموجهة إلى الأحكام الصادرة عن الغرفة الاقتصادية لدى محكمة بداية عمان.  
هذا هو جوابك"
2387,ما هو اسم الصندوق الذي يتم تأسيسه لتقديم المساعدة القانونية؟,صندوق المساعدة القانونية أمام المحاكم.,"يسمى الصندوق الذي يتم تأسيسه لتقديم المساعدة القانونية ""صندوق المساعدة القانونية أمام المحاكم"". يهدف الصندوق إلى تقديم المساعدة القانونية لمواطنين أو مقيمين في المملكة غير قادرين على تعيين محام"
1915,ما هي الشروط التي يجب توفرها للتحاق ببرنامج المعالجة؟,تحديد من قبل الطبيب النفسي أو الاجتماعي.,يجب على المتعاطي أن يتقدم بذاته أو بوساطة أحد أقربائه إلى المراكز المتخصصة للمعالجة التابعة لأي جهة رسمية أو إلى إدارة مكافحة المخدرات أو أي مركز أمني. ويجب أن ي
3043,ما هو عقوبة الإهمال في إرسال الملف في الموعد المحدد؟,يمكن لمحكمة الاستئناف أن تحكم بغرامة لا تزيد على خمسين دينارا.,عقوبة الإهمال في إرسال الملف في الموعد المحدد هي غرامة لا تزيد على خمسين دينارا. وتكون محكمة الاستئناف حكمت بهذا الشأن غير قابل للاطعن.  (المادة 180).  يمكن لم
3432,في أي حالة يُسمح للرئيس بالسماح باستعمال الأشياء المحجوزة؟,إذا كان مالكها أو صاحب الحق في الانتفاع بها يستعملها في ما خصصت له.,يُسمح للرئيس بالسماح باستعمال الأشياء المحجوزة في حالة كانت مالكة الأشياء أو صاحب الحق في الانتفاع بها يستعملها فيما خصصت له، أو في حالة وقع الحجز على ماشية أو عروض أو أدوات أو الآت
2017,كيف يتم تحديد مكافآت أعضاء اللجنة؟,يتم تحديد مكافآت أعضاء اللجنة وسائر الشؤون المتعلقة بها بموجب نظام يصدر لهذه الغاية.,حسناً. تحديد مكافآت أعضاء اللجنة يحدد في المادة 31 ج من القانون، حيث تقول: «تحدد كيفية اجتماعات اللجنة والنصاب القانوني لاجتماعاتها واتخاذ قراراتها وتوصيات
2078,ما الإجراء الذي يجب اتخاذه إذا قصر موظفو الضابطة العدلية في القيام بمهامهم؟,يجب على المدعي العام تنظيم ضبط بالواقعة ورفعه إلى النائب العام.,يجب على المدعي العام تنظيم الضبط ورفعه إلى النائب العام، ثم إحالته إلى المدعي العام المختص أو المحكمة المختصة بحسب المقتضى الحال، لإجراء المقتضى القانوني. هذا الإجراء يضمن تنفيذ
5170,ما هي العقوبة لشخص يشتري مركبة مسروقة ويعلم بذلك؟,الحبس من سنة إلى ثلاث سنوات.,عقوبة الشخص الذي يشتري مركبة مسروقة ويعلم بذلك هي الحبس من سنة إلى ثلاث سنوات. كما يحدد القانون أن العقوبة لا تنقص عن شهر واحد في حالة الحيوانات المعدودة، أو عن ستة أشهر في حالة السرقة الب
5161,ما هو عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407؟,يعاقب بالحبس من ستة أشهر الى سنتين.,تتضمن المادة 407 في قانون العقوبات في الأردن عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407، وهي عقوبة تتراوح بين ستة أشهر وثلاث سنوات. إذا وقعت السرقة على قطع
5107,ما هو العقوبة المفروضة في حال أدى الحادث إلى وفاة أحد الأشخاص؟,الإعدام، وفقاً للمادة 381 التي تزيد نصف العقوبات في حال وقوع وفاة أحد الأشخاص بسبب الحادث.,"الجواب هو: الزاد على العقوبات المذكورة في المادة السابقة نصفها ، إذا أصيب احد الناس بعاهة دائمة ، ويقضى بالإعدام إذا أدى الحادث إلى وفاة أحد الأشخاص. 
العقوبة المفروضة"
3548,متى يمكن للنائب العام إجراء المصالحة مع حائز المال؟,عندما يتم إعادة المال محل الجريمة والمنافع المرتبطة به.,يحق للنائب العام إجراء المصالحة مع حائز المال في حال رد المال محل الجريمة والمنافع المرتبطة به ، كليا أو إجراء تسوية عليها ، ولا يعتبر هذا القرار نافذا إلا بعد موافقة اللجنة الق
2839,كيف يتم تنظيم شؤون الخبرة أمام المحاكم النظامية؟,تنظم شؤون الخبرة بموجب نظام يصدر لهذه الغاية.,تنظم شؤون الخبرة أمام المحاكم النظامية بمقتضى نظام يصدر لهذه الغاية، ويتم بموجبه تشكيل مجلس لشؤون الخبرة برئاسة وزير العدل ولجان فنية لانتقاء الخبراء وإعداد س
3493,ما هو الشرط الذي يمنع قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع؟,عدم وجود عرض آخر بمبلغ يزيد على ذلك الزيادة.,يجب أن يكون هناك عرض آخر قبله، بزيادة على العرض الذي يقبل المشتري المستنكف. إذا لم يكن هناك مثل هذا العرض، فيجب قبول العرض الذي يزيد على العرض الذي يقبل المشتري المستنكف. هذا الشرط ي
277,ما هو تأثير المادة 287 في حالة ازالة التصرف؟,تكافؤ المادة 287 بين التصرف والغصب يعني أنه يُعامل التصرف بنفس القوانين التي تُطبق على الغصب.,تؤدي المادة 287 في حالة ازالة التصرف إلى تحويل الحكم إلى حكم الغصب، مما يعني أن الغير يصبح مسؤولاً عن التصرف، ويجب عليه إعادة الموجودات إلى الأصل أو أن يؤجرها أو أن يتصرف بها في
2758,ما هي السلطة المختصة في حال وقوع منازعات تتعلق بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية؟,السلطة المختصة هي المحكمة التي فصلت في أصل الدعوى وفق المادة 46، مع مراعاة عدم التداخل مع أحكام قانون نقابة المحامين.,"تختص المحكمة التي فصلت في أصل الدعوى بالمنازعات المتعلقة بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية. 

### Explanation:
المادة 46 من قانون الاجراءات المدنية في المملكة الأردنية الها"
5652,هل تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية؟,لا، لا تشمل القاعدة الاشتغال بالصحافة الحقوقية والثقافية.,لا، لا تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية، حيث يشير الفقرة (2) في المادة نفسها إلى أن احكام المادة لا تسري على الاشتغال بالصحافة الحقوقية والثق
2843,ما هي المادة التي تنظم تعيين الخبراء في القانون؟,المادة 84.,تنظم المادة 84 من القانون في الجordan تعيين الخبراء، حيث يحدد البند 1 أن الخبير يُتسمى إذا اتفق الخصوم على الخبير، وافقت المحكمة على تسميته، وفي حالة عدم اتفاق الخصوم على تسمي
1637,ما هو الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة؟,عندما يحسب الأجر على أساس العمولة أو القطعة، يعتمد لحساب مكافأة نهاية الخدمة على المتوسط الشهري للأجر الحقيقي الذي تقاضاه العامل خلال الاثني عشر شهراً السابقة لانتهاء خدمته.,حسناً. الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة هو المتوسط الشهري لمجموع الأجر الذي تقاضاه العامل فعلاً خلال مدة استخدامه. إذا كان
385,هل يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر؟,نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر وفقا للمواد 366 ومن 368 الى 374.,نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر. يشرح الفقرة 386 من قانون المالية في الأردن أن انتهاء الحجر لا يمنع الدائنين من الطعن في تصرفات المدين أو من
4652,ما هو الشرط الذي يجب أن تلتزم به الجنحة الثانية للمتهم وفقا للمادة 102؟,يجب أن تكون الجنحة الثانية مماثلة للجنحة الأولى.,"حكم عليه بمدة لا تتجاوز ضعف العقوبة التي تستلزمها جريمته الثانية. 
وتجاوز هذا التضعيف خمس سنوات. 

### Note:
المادة 102 هي مادة من قانون العقوبات في الأردن، وتنص على أن الم"
2037,متى يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً؟,بعد تقديم طلب خطي من الممثل القانوني للشخص المعنوي أو من ينوب عنه.,تستطيع قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً بعد وقوع الشكوى أو الادعاء الشخصي، والذي يمكن أن يتم بقراءة طلب خطي من الممثل القانوني للشخص المعنوي
3799,ما هو تأثير تغيير حصة شريك في الشركة على السجل الخاص بالشركاء؟,يجب تدوين أي تغيير يطرأ على حصة الشريك في الشركة، مع تفاصيله وتاريخ وقوعه، في السجل الخاص بالشركاء.,"تغير حصة شريك في الشركة يؤدي إلى تعديل السجل الخاص بالشركاء في الشركة. يتعين على المدير أو هيئة المديرين في الشركة تسجيل البيانات التالية:
- اسم الشريك وألقابه وجنسيته ومركز أقام"
3846,ما هي البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة؟,أسماء الأشخاص الذين سيتولون دعوة الهيئة التأسيسية وإدارة الشركة.,"البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة هي:
أسماء الأشخاص الذين سيتولون دعوة الهيئة التأسيسية للانعقاد وإدارة الشركة لحين انتخاب مجلس الإدارة الأول وطريقة"
3958,متى يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد؟,بناءً على تنسيب مبرر من المراقب.,يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد في حال شراء هذا المؤسس كامل أسهم الشركة المساهمة العامة المحدودة، أو إذا كان يوجد مساهم واحد يمتلك كامل أسهم الشركة. هذا وفقاً للمادة 90
4575,ما هي النتيجة القانونية لوقوع التقادم في قضية جنائية؟,يؤدي وقوع التقادم إلى سقوط الحق في متابعة الجناية وتوقف الإجراءات القضائية ضد المتهم.,الجواب هو: في حالة وقوع التقادم في قضية جنائية، تترتب عليه سقوط الحكم القاضي بالإدانة في أي جريمة جنائية أو جنحية، ومحو جميع آثاره بالنسبة للمستقبل بما في ذلك الحرمان من الحقوق
1010,ماذا ينص المادة 1026 من النصوص القانونية؟,تنص المادة 1026 على أنه إذا كان لأحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم، فليس للمحدث أن يدعي التضرر من ذلك.,المادة 1026 تنص على أن إذا كان لاحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم، فليس للمحدث أن يدعي التضرر من ذلك وعليه أن
2409,ما يُسمح للمحكمة فعله في حالة اعتراف المتهم بالتهمة؟,يُجوز للمحكمة الاكتفاء باعترافه وتحكيم عليه بالعقوبة المناسبة.,في حالة اعتراف المتهم بالتهمة، يأمر الرئيس بتسجيل اعترافه بكلمات أقرب ما تكون إلى الالفاظ التي استعملها في اعترافه. ويجوز للمحكمة الاكتفاء باعترافه، وعندئذ تحكم عليه بالعق
1117,ما هو تأثير العمل القانوني الذي يصدر من شخص في مرض الموت ويكون مقصوداً به التبرع؟,يُعتبر التصرف مضافاً إلى ما بعد الموت وتسري عليه أحكام الوصية.,يعد العمل القانوني الذي يصدر من شخص في مرض الموت ويكون مقصودا به التبرع تصرفا مضافا الى ما بعد الموت، وتسري عليه أحكام الوصية. يعني ذلك أن ورثة المتصرف يجب أن يثبتوا
4083,ما هو محتوى التقرير الذي يجب أن يقدمه مجلس إدارة الشركة المساهمة العامة كل ستة أشهر؟,يجب أن يتضمن التقرير المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات المالية.,يتضمن التقرير الذي يجب أن يقدمه مجلس إدارة الشركة المساهمة العامة كل ستة أشهر المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات
3734,ما يحدث اذا قبل الوزير الاعتراض على تقرير اللجنة؟,يتم رفض تسجيل الشركة إلا إذا عاد الشركاء ووافقوا على التقييم.,"يتم رفض تسجيل الشركة. إذا قبل الوزير الاعتراض على تقرير اللجنة، وعدا إذا عاد الشركاء ووافقوا على التقييم. في هذه الحالة تستكمل إجراءات تسجيل الشركة وفقا لأحكام هذا القانون.  
و إذا"
2900,ما هي الإجراءات التي يجب اتباعها إذا رأت المحكمة نقصًا في التقرير القانوني المقدم؟,يمكن للمحكمة أن تقرر إعادة التقرير للخبير لاكمال ما ترى فيه من نقص، أو تعهد بالمهمة إلى خبير آخر أو أكثر حسب الأصول.,في حال رؤية المحكمة نقصًا في التقرير القانوني المقدم، يجب على المحكمة إبلاغ كل من الطرفين بنسخة من التقرير. ثم يتم إعلان ذلك علنا في الجلسة. المحكمة يمكن أن تقرر من ت
1822,من يقوم بتعيين البنك الذي تودع فيه النقابة أموالها؟,يعين البنك الذي تودع فيه النقابة أموالها الاتحاد العام لنقابات العمال.,يتم تعيين البنك الذي تودع فيه النقابة أموالها من قبل الاتحاد العام لنقابات العمال. إذا حللت النقابة بغير اختيارية، فيجب توديع أموالها في البنك الذي يعينه الاتحاد العام لنقابات العمال حتى ت
864,ما الذي يضمنه الوكيل بموجب المادة 866؟,الوكيل يضمن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل إذا كانت الوكالة باجر.,ينظم القانون الاردني الوكالات بموجب المادة 866 من قانون مدني الاردني، التي تضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل، خاصة إذا كانت الوكالة
1353,ما هي الأحكام التي تسريها المادة 1381 من القانون المدني الأردني على رهن المال الشائع؟,تسري على رهن المال الشائع أحكام الرهن التاميني المنصوص عليها فيها.,المادة 1381 من القانون المدني الأردني تعني أن الأحكام التي تسري على رهن المال الشائع هي أحكام الرهن التاميني. وهذا يعني أن رهن المال الشائع يخضع لأحكام خاصة متعلقة بالتأمين، التي تش
3965,من هو الشخص المسؤول عن توقيع عقد تأسيس الشركة؟,يوقع كل مؤسس عقد التأسيس أمام المراقب أو من يفوضه خطياً.,يجب أن يوقع عقد تأسيس الشركة المساهمة ونظامها الأساسي من كل مؤسس أمام المراقب أو من يفوضه خطيا بذلك. ويجوز توقيعها أمام الكاتب العدل أو أحد المحأمين المجازين.  وذ
3122,من هم المكلفون بتنفيذ أحكام القانون وفقاً للمادة 225؟,رئيس الوزراء والوزراء مكلفون بتنفيذ أحكام هذا القانون.,"المكلفون بتنفيذ أحكام القانون وفقاً للمادة 225 هم رئيس الوزراء والوزراء. ### Explanation
المادة 225 من القانون تعريف للمسؤولية القانونية للرئيس الوزراء والوزراء في تنفيذ أحكام القانون. ### Step"
3381,من يحق له قرار وقف السير في معاملات التنفيذ؟,يحق للرئيس قرار وقف السير في معاملات التنفيذ عند المرحلة التي وصلت إليها بعد تقديم طلب الوقف وتأييده بالأوراق المطلوبة.,حسب المادة 21 من قانون التنفيذ في الأردن، يحق لطالب الوقف قرار وقف السير في معاملات التنفيذ. هذا يعني أن الطالب يمكنه طلب وقف التنفيذ، مع تقديم كفالة تضمن الالتزام بال
2049,في أي حالة يجوز تقديم دعوى الحق العام أمام القضاء الأردني؟,يجوز تقديم دعوى الحق العام أمام القضاء الأردني إذا ارتكبت الجريمة بوسائل إلكترونية خارج المملكة.,تجوز تقديم دعوى الحق العام أمام القضاء الأردني في حالة ارتكاب الجريمة بوسائل الكترونية خارج المملكة وتترتب آثارها في المملكة كلياً أو جزئياً. أو في حالة ارتكاب الجريمة في الخارج، ولم
