id,question,ground_truth,llama3.1
417,ما هي الآثار المتعلقة بتعدد طرفي التصرف التضامن بين المدينين؟,تعدد طرفي التصرف التضامن بين المدينين ينظمه في القانون المدني، ويمكن الرجوع إلى أحكام التضامن في هذا القانون لمزيد من التفاصيل.,"تعدد طرفي التصرف هو عندما يوجد أكثر من طرف في التصرف سواء كان طرف التصرف هو المالك أو المدين أو المدينون معاً.
التضامن بين المدينين هو عندما يوجد أكثر من مدين متضامنين في الدين سواء كان"
3295,ما هي المدة القصوى التي يمكن تمديدها لاصدار حكم التحكيم؟,يمكن تمديد مدة اصدار حكم التحكيم مرة واحدة أو أكثر على ألا تزيد عن اثني عشر شهرا.,"The maximum time period for the issuance of a ruling by the arbitration tribunal can be extended by the arbitration tribunal by a maximum of two years from the date of completion of the tribunal's formation. In the absence of an agreement between the parties, the tribunal must issue a ruling within eighteen months of the completion of the tribunal's"
5037,ما هي العقوبة المحتملة للفاعل إذا لم ينجم عن أفعاله مرض أو تعطيل عن العمل ولكن مدتها لم تتجاوز العشرين يومًا؟,الحبس لمدة لا تزيد على سنة أو غرامة لا تزيد على مائة دينار، أو كلتا العقوبتين.,"The punishment for the person if the result of their actions is not a disease or absence from work, but its duration did not exceed twenty days is: imprisonment for a period not exceeding one year, or a fine not exceeding 100 dinars, or both.

### Explanation:
The punishment for the person if the result of"
2950,ما هي الحالات التي يُسمح فيها للمدعي بإسقاط دعواه؟,يُسمح للمدعي بإسقاط دعواه في غيبة المدعى عليه أو بموافقته إذا كان حاضرا.,"تجاوز المدعي 30 يوما من تاريخ صدور الحكم الأولي.
يستعرض المدعي دعواه في الدعوى المقبلة.
تجاوز المدعي 30 يوما من تاريخ صدور الحكم الأولي.
يستعرض المدعي دعواه في الد"
3163,متى يمكن الإثبات بالشهادة في الالتزامات التجارية بغض النظر عن قيمتها؟,يمكن الإثبات بالشهادة في الالتزامات التجارية بغض النظر عن قيمتها مع مراعاة أحكام أي قانون خاص يسمح بذلك.,أ. اذا كان الالتزام التعاقدي في غير المواد التجارية تزيد قيمته على مئة دينار أو كان غير محدد القيمة فلا تجوز الشهادة في إثبات وجود الالتزام أو البراءة منه ما لم يوجد اتفاق أو نص يقضي بغير
1326,متى تعتبر مرتبة الرهن التأميني؟,تعتبر مرتبة الرهن التأميني من تاريخ تسجيله في دائرة التسجيل.,"متى تعتبر مرتبة الرهن التأميني؟
المادة 1350
تعتبر مرتبة الرهن التاميني من تاريخ تسجيله في دائرة التسجيل.
2. ويحتفظ بمرتبته حتى يقيد بدائرة التسجيل ما يدل على انقضائه"
1414,ما هي المرتبة التي يحتلها امتياز صاحب الفندق وفقاً للمادة 1443 من القانون المدني الأردني؟,يكون لامتياز صاحب الفندق مرتبة المؤجر وفقاً للمادة 1443 من القانون المدني الأردني.,"The privilege of the hotel owner is in the second rank according to the Jordanian Civil Law article 1443. If the two rights meet, they will give the owner of the first right his date earlier than the other."
1415,ما هو المادة 1444 من القانون المدني الأردني؟,تتعلق المادة 1444 من القانون المدني الأردني بامتياز البائع على المنقول بالثمن وملحقاته.,"The answer to this question can be found in the input provided. The input includes the text of Article 1444 of the Jordanian Civil Code of 1976, which states that a seller of movable property has a right to the price and its accessories, and this right continues as long as the movable property remains unchanged"
4580,ماذا تحول أحكام التقادم دونه؟,تحول أحكام التقادم دون تنفيذ العقوبات.,"The answer is ""The provisions of the statute of limitations prescribed in the Code of Criminal Procedure are waived in the implementation of the punishments."""
1465,ما هي العقوبة لشخص يستخدم بيانات ومعلومات للحصول على أموال الغير؟,الحبس لمدة لا تقل عن سنتين ولا تزيد على ثلاث سنوات وغرامة لا تقل عن 5000 دينار.,"The punishment for someone who uses data and information to get someone else's money is: if the data and information was used to get money or benefit from the services provided, the punishment is a minimum of two years and a maximum of three years and a fine of not less than 5000 dinars and not more than"
4793,ما هو شرط تقديم الطلب لإثبات صحة الذم الموجه لموظف معين؟,يجب أن يكون ما عزاه الذام متعلقا بواجبات وظيفة الموظف أو جريمة تستلزم العقاب قانونا.,
3557,ما هو الموضوع الرئيسي للتشريع؟,الحجز والتحفظ على الأموال التي تم الحصول عليها نتيجة ارتكاب جرائم اقتصادية.,"The main subject of the legislation is the following:
Article 9
A. The Public Prosecution or the court, after referring the case to it, may take any of the following measures, and the victim may appeal the decision before the committee mentioned in paragraph (b) of this article:
A provisional seizure of the"
1714,ما هو تقديم المادة 64 من القانون؟,تقديم المادة 64 من القانون يعتبر باطلا كل اتفاق يقضي بتنازل العامل عن اجازته السنوية أو عن أي جزء منها.,"ما هو تقديم المادة 64 من القانون؟

هذا يعني أن كل اتفاق يقضي بتنازل العامل عن اجازته السنوية أو عن أي جزء منها، يعتبر باطلاً.

المادة 64    يعتبر باطلا كل ات"
5069,ما هو نص المادة 354 من القانون؟,المادة 354 تنص على أن كل تهديد بإنزال ضرر غير محق يُعاقب عليه بالحبس أو بغرامة.,"ما هو نص المادة 354 من القانون؟
كل تهديد آخر بإنزال ضرر غير محق ، إذا حصل بالقول أو بإحدى الوسائل المذكورة في المادة (73) وكان من شأنها التأثير في نفس المجني عليه تأثيرا شدي"
4584,متى يمكن غامة الأمر بوقف تنفيذ العقوبة؟,إذا صدر حكم بالحبس لمدة تزيد على شهر واحد بعد صدور الأمر بالوقف.,"المادة 54: مكررة:
وقف التنفيذ:1. يجوز للمحكمة عند الحكم في جناية أو جنحة بالسجن أو الحبس مدة لا تزيد على سنة واحدة أن تامر في قرار الحكم بإيقاف تنفيذ العقوبة وفقا"
1209,ما تأثير تنازل المنتفع عن حق الانتفاع على التزاماته؟,لا يؤثر تنازل المنتفع عن حق الانتفاع على التزاماته لمالك العين المنتفع بها ولا على حقوق الغير.,"The lessee's waiver of the right to benefit does not affect his obligations to the owner of the property benefited by it, nor the rights of others.

### Source:
The Civil Code of Jordan, Article 1218"
4573,متى يكون التضامن ساري المفعول في الالتزامات المدنية؟,يكون التضامن ساري المفعول في الالتزامات المدنية فقط إذا حُكم على الأشخاص بجريمة واحدة في نفس الدعوى.,"سقوط الأحكام الجزائية متى كان:
أ- قد تجاوز الوقت المحدد لمراجعة الحكم.
ب- كان يوجد في الحكم نقصا في الدليل أو في الدعوى أو في الدعاوى أو في الدعوى أو في الدعوى أو"
286,في أي سياق يجب عدم الإخلال بأحكام الضمان وفقاً للمادة 291؟,يجب عدم الإخلال بأحكام الضمان مع مراعاة ما يرد فيها من أحكام خاصة.,"المادة 291
الأشياء والآلات:كل من كان تحت تصرفه أشياء تتطلب عناية خاصة للوقاية من ضررها أو آلات ميكانيكية- يكون ضامنا لما تحدثه هذه الأشياء من ضرر الا ما لا يمكن الت"
5820,ماذا يحدث إذا تحتوت الأوراق على أسماء أكثر من العدد المطلوب؟,يُهمل منها الأسماء الزائدة عن العدد المطلوب.,لن يتم احتساب الاوراق التي تحتوي على اسماء اكثر من العدد المطلوب ، فاذا كان عدد الاسماء 10 وعدد المرشحين 9 فلا يتم احتساب الاوراق التي تحتوي على اسماء ال10 المرشحين ، و
5389,ما هي الأعمال التي تتمتع بالحماية في مجال الفنون التطبيقية؟,الزخرفية والعمارة واعمال الرسم والتصوير والنحت.,"The works that enjoy protection in the field of applied arts are:
1- Books and publications and other written materials.
2- Works that received a voice such as lectures and sermons and speeches.
3- Dramatic works, choral and musical dramas and theatrical performances.
4- Musical works whether they were numbered or not"
3132,ما هي الشروط اللازمة لإعطاء الصور الخطية والفوتوغرافية قوة السند الرسمي؟,يجب أن يكون اصل السند الرسمي موجوداً، وأن تكون الصور نقلت منه وصدرت عن موظف عام في حدود اختصاصه.,"The requirements for giving the photocopied or photocopied documents the strength of the official document are:

1. The original official document is available.
2. The photocopied or photocopied documents were issued by a government employee within his jurisdiction.
3. The photocopied or photocopied documents are issued"
3825,من يحتاج إلى موافقة المراقب لتسجيل شركة توصية بالأسهم؟,إدارة الشركة.,"According to Article 80 of the Companies Law, the registration of a recommendation company must be approved by the supervisor."
2675,ما هو القانون الذي يُلغى ويُعدل في البند التاسع عشر من المادة 369؟,قانون أصول المحاكمات الجزائية رقم 76 لسنة 1951 وما طرأ عليه من تعديلات.,القانون المنشور في العدد (1543) من الوقائع الفلسطينية المؤرخ في 21/ 12/ 1946 .
4058,كيف يتم انتخاب أعضاء مجلس إدارة الشركة المساهمة العامة؟,يتم انتخابهم من قبل الهيئة العامة للشركة بالاقتراع السري والتصويت النسبي.,"أجابنا عن هذا السؤال في فقهنا السابق حيث قالنا:
عندما نستطيع من خلال الفقه التخصصي أن نستخلص ما يحتاج إلى التخصص، فنحن نستطيع أن نستخلص ما يحتاج إلى التخصص من"
1390,ما هو تأثير الامتياز على حقوق حائز المنقول إذا كان حسن النية؟,لا يؤثر الامتياز على حقوق حائز المنقول إذا كان حسن النية.,تأثير الامتياز على حقوق حائز المنقول اذا كان حسن النية هو ان الامتياز لا يؤثر على حقوق حائز المنقول اذا كان حسن النية، ويعتبر حائزا في حكم الفقرة السابقة مؤجر العقار بالنسبة للمنقول
5318,ما هي الغرفة الاقتصادية التي تنشأ لدى محكمة استئناف عمان؟,تنشأ لدى محكمة استئناف عمان غرفة اقتصادية تضم هيئة واحدة أو أكثر.,The economic chamber that is formed at the Court of Appeal in Amman is the one that deals with appeals that are submitted to the economic chamber of the First Instance Court in Amman.
2387,ما هو اسم الصندوق الذي يتم تأسيسه لتقديم المساعدة القانونية؟,صندوق المساعدة القانونية أمام المحاكم.,"The box that is established to provide legal assistance is the box of legal assistance before the courts.
In the case of crimes that are punished by death or life imprisonment or life imprisonment or temporary imprisonment for ten years or more, a lawyer must be present for the defendant in every trial session. If the defendant has declared to the"
1915,ما هي الشروط التي يجب توفرها للتحاق ببرنامج المعالجة؟,تحديد من قبل الطبيب النفسي أو الاجتماعي.,"The requirements to join the treatment program are as follows:
1. The person must have taken any of the drugs or substances mentioned in the tables attached to this law.
2. The person must have been caught red-handed or must have been caught in possession of any of the drugs or substances mentioned in the tables attached to this"
3043,ما هو عقوبة الإهمال في إرسال الملف في الموعد المحدد؟,يمكن لمحكمة الاستئناف أن تحكم بغرامة لا تزيد على خمسين دينارا.,"ما هو عقوبة الإهمال في إرسال الملف في الموعد المحدد؟

### Input:
المادة 180
1- أ- تقدم لائحة الاستئناف بعدد المستانف عليهم الى قلم"
3432,في أي حالة يُسمح للرئيس بالسماح باستعمال الأشياء المحجوزة؟,إذا كان مالكها أو صاحب الحق في الانتفاع بها يستعملها في ما خصصت له.,لا يجوز ان يستعمل الحارس الاشياء المحجوزة ولا ان يستغلها او يعيرها والا حرم من اجرة الحراسة فضلا عن الزامه
2017,كيف يتم تحديد مكافآت أعضاء اللجنة؟,يتم تحديد مكافآت أعضاء اللجنة وسائر الشؤون المتعلقة بها بموجب نظام يصدر لهذه الغاية.,"تم تحديد مكافآت أعضاء اللجنة في المادة 31 ب

### Input:
المادة 31
  أ- تشكل لجنة تسمى (اللجنة الوطنية لمكافحة المخدرات و"
2078,ما الإجراء الذي يجب اتخاذه إذا قصر موظفو الضابطة العدلية في القيام بمهامهم؟,يجب على المدعي العام تنظيم ضبط بالواقعة ورفعه إلى النائب العام.,الجواب: يلزم المدعي العام إبلاغ النائب العام بالواقعة وإحالته إلى النائب العام المختص أو المحكمة المختصة بحسب مقتضى الحال لإجراء المقتضى القانوني.
5170,ما هي العقوبة لشخص يشتري مركبة مسروقة ويعلم بذلك؟,الحبس من سنة إلى ثلاث سنوات.,"المادة 412
1- كل من اشترى مالا مسروقا أو باعه أو دلل عليه أو توسط في بيعه وشرائه وهو عالم بأمره ، يعاقب بالحبس حتى ستة أشهر.
2- وان كان المسروق من الحيوانات المعد"
5161,ما هو عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407؟,يعاقب بالحبس من ستة أشهر الى سنتين.,"عقوبة الحبس لشخص يرتكب سرقة غير مبينة في المادة 407 هي 6 أشهر إلى سنتين.

### Explanation:
The punishment for someone who commits theft not specified in Article 407 is six months to two years imprisonment.

### Tags
#criminal_law
#"
5107,ما هو العقوبة المفروضة في حال أدى الحادث إلى وفاة أحد الأشخاص؟,الإعدام، وفقاً للمادة 381 التي تزيد نصف العقوبات في حال وقوع وفاة أحد الأشخاص بسبب الحادث.,الجواب صحيح ، حيث أن المادة 381 تقول أن العقوبات المذكورة في المواد السابقة نصفها ، إذا أصيب احد الناس بعاهة دائمة ، ويقضى بالإعدام إذا أدى الأمر الى موت احد الناس ، حيث أن
3548,متى يمكن للنائب العام إجراء المصالحة مع حائز المال؟,عندما يتم إعادة المال محل الجريمة والمنافع المرتبطة به.,"متى يمكن للنائب العام إجراء المصالحة مع حائز المال؟
المادة 9
أ. للنيابة العامة أو المحكمة بعد إحالة القضية اليها اتخاذ أي من الإجراءات التالية وللمتضرر الطعن بالقرار أمام"
2839,كيف يتم تنظيم شؤون الخبرة أمام المحاكم النظامية؟,تنظم شؤون الخبرة بموجب نظام يصدر لهذه الغاية.,"The law is the Civil Procedure Code, and the article is the one that regulates the expertise in front of the civil courts. This article is very important because it regulates the expertise in front of the civil courts. It stipulates the rules of the expertise and its procedures. The expertise is a tool that is used by the"
3493,ما هو الشرط الذي يمنع قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع؟,عدم وجود عرض آخر بمبلغ يزيد على ذلك الزيادة.,"لا يمكن قبول عرض بزيادة عشرة بالمائة بعد اعادة البيع إلا إذا كان عرض آخر سبقها بزيادة تزيد على العرض الذي سبقها.

### Translation:
An offer cannot be accepted with an increase of ten percent after reselling, unless another offer preceded it with an"
277,ما هو تأثير المادة 287 في حالة ازالة التصرف؟,تكافؤ المادة 287 بين التصرف والغصب يعني أنه يُعامل التصرف بنفس القوانين التي تُطبق على الغصب.,"The effect of article 287 in case of revocation of the act is that what is similar to coercion in revocation of the act is similar to coercion.
The first book- Personal rights sources- Jordanian Civil Law of 1976
The third chapter- Harmful act- Jordanian Civil Law of 197"
2758,ما هي السلطة المختصة في حال وقوع منازعات تتعلق بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية؟,السلطة المختصة هي المحكمة التي فصلت في أصل الدعوى وفق المادة 46، مع مراعاة عدم التداخل مع أحكام قانون نقابة المحامين.,لقد حدد القانون السلطة المختصة في حال وقوع منازعات تتعلق بمصروفات الدعاوى وأتعاب المحاماة بصورة تبعية، وتبلغ السلطة المختصة في هذه الحالة المحكمة التي فصلت في أصل الدعوى،
5652,هل تشمل القاعدة المذكورة في المادة 11 الاشتغال بالصحافة الحقوقية؟,لا، لا تشمل القاعدة الاشتغال بالصحافة الحقوقية والثقافية.,"Yes, the provision includes the practice of legal journalism. The question is in the context of the Jordanian Law of Advocacy, and the provision in question is Article 11. The provision states that a lawyer may not hold certain positions, including the presidency of the legislative authority, the government, and the permanent or temporary"
2843,ما هي المادة التي تنظم تعيين الخبراء في القانون؟,المادة 84.,"The law that governs the appointment of experts in the law is Article 84 of the Jordanian Code of Civil Procedure.

### Answer:
The law that governs the appointment of experts in the law is Article 84 of the Jordanian Code of Civil Procedure.

### Answer:
The law that governs the appointment of"
1637,ما هو الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة؟,عندما يحسب الأجر على أساس العمولة أو القطعة، يعتمد لحساب مكافأة نهاية الخدمة على المتوسط الشهري للأجر الحقيقي الذي تقاضاه العامل خلال الاثني عشر شهراً السابقة لانتهاء خدمته.,"ما هو الأساس الذي يعتمد لحساب مكافأة نهاية الخدمة عندما يتم حساب الأجر على أساس العمولة أو القطعة؟
المادة 32
يحق للعامل غير الخاضع لأحكام قانون الضمان"
385,هل يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر؟,نعم، يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر وفقا للمواد 366 ومن 368 الى 374.,لا يمكن للدائنين الطعن في تصرفات المدين بعد انتهاء الحجر، إلا إذا كان المدين قد فعل ذلك بعد انتهاء الحجر، وبالتالي فإن الحجر لا يمنع الدائنين من الطعن في تصرفات المدين.
4652,ما هو الشرط الذي يجب أن تلتزم به الجنحة الثانية للمتهم وفقا للمادة 102؟,يجب أن تكون الجنحة الثانية مماثلة للجنحة الأولى.,"The second offender must be punished with a penalty that does not exceed the double of the penalty that his crime deserves, provided that this does not exceed five years.

### Explanation:
According to Article 102 of the Jordanian Penal Code, the second offender must be punished with a penalty that does not exceed the double of the"
2037,متى يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً؟,بعد تقديم طلب خطي من الممثل القانوني للشخص المعنوي أو من ينوب عنه.,"متى يمكن قبول الشكوى أو الادعاء الشخصي إذا كان المجنى عليه شخصاً معنوياً؟
إذا كان المجنى عليه شخصاً معنوياً فتقبل الشكوى أو الادعاء الشخصي بناء على طلب خطي من الممثل القانون"
3799,ما هو تأثير تغيير حصة شريك في الشركة على السجل الخاص بالشركاء؟,يجب تدوين أي تغيير يطرأ على حصة الشريك في الشركة، مع تفاصيله وتاريخ وقوعه، في السجل الخاص بالشركاء.,"إذا تغيرت حصة شريك في الشركة فإنه يلتزم بتسجيل هذا التغيير في سجل الشركاء، والذي يحتوي على البيانات التالية:
1- اسم الشريك ولقبه اذا كان له لقب وجنسيته ومركز أق"
3846,ما هي البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة؟,أسماء الأشخاص الذين سيتولون دعوة الهيئة التأسيسية وإدارة الشركة.,"ما هي البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة؟
تتضمن البيانات التي يجب أن تتضمنها البند العاشر في النظام الأساسي للشركة المساهمة أسماء الأشخاص الذين سيتولون"
3958,متى يمكن للوزير أن يسمح بتأسيس شركة مساهمة عامة بواسطة مؤسس واحد؟,بناءً على تنسيب مبرر من المراقب.,"المادة 90
أ- تتألف الشركة المساهمة العامة من عدد من المؤسسين لا يقل عن اثنين يكتتبون فيها بأسهم قابلة للإدراج في أسواق للأوراق المالية وللتداول والتحويل وفقاً لأحكام هذا القانون"
4575,ما هي النتيجة القانونية لوقوع التقادم في قضية جنائية؟,يؤدي وقوع التقادم إلى سقوط الحق في متابعة الجناية وتوقف الإجراءات القضائية ضد المتهم.,التقادم هو فعل المحكوم عليه أو أحد أفراد عائلته أو أحد أفراد المجتمع أو أحد المستثمرين أو أحد المؤسسات التي يتعين عليها أن يقدموا إثباتاً على وقوع حدث أو حدوث أمر ما في قضية جنائية
1010,ماذا ينص المادة 1026 من النصوص القانونية؟,تنص المادة 1026 على أنه إذا كان لأحد ملك يتصرف فيه تصرفاً مشروعاً فاحدث غيره بجواره بناء تضرر من الوضع القديم، فليس للمحدث أن يدعي التضرر من ذلك.,"This is a law in Jordan, and the law says that if someone has property, and that property is damaged, then the person who damaged the property is responsible for the damage."
2409,ما يُسمح للمحكمة فعله في حالة اعتراف المتهم بالتهمة؟,يُجوز للمحكمة الاكتفاء باعترافه وتحكيم عليه بالعقوبة المناسبة.,"According to the law, the court is allowed to sentence the defendant to death, if he admits the charge, or if the court is convinced that he committed the crime."
1117,ما هو تأثير العمل القانوني الذي يصدر من شخص في مرض الموت ويكون مقصوداً به التبرع؟,يُعتبر التصرف مضافاً إلى ما بعد الموت وتسري عليه أحكام الوصية.,"The effect of the legal act that is issued by a person in a state of death and is intended to be a donation is that it is considered as a disposition made after death and it is subject to the rules of wills, regardless of the name that is given to it.

2. The heirs of the person who"
4083,ما هو محتوى التقرير الذي يجب أن يقدمه مجلس إدارة الشركة المساهمة العامة كل ستة أشهر؟,يجب أن يتضمن التقرير المركز المالي للشركة ونتائج أعمالها وحساب الأرباح والخسائر وقائمة التدفق النقدي والإيضاحات المتعلقة بالبيانات المالية.,"The report should include the financial position of the company, its operations, and its profits and losses. The auditor should verify the report, and the supervisor should receive a copy within 60 days of the end of the period.

### Explanation:
The report should include the financial position of the company, its operations, and its"
3734,ما يحدث اذا قبل الوزير الاعتراض على تقرير اللجنة؟,يتم رفض تسجيل الشركة إلا إذا عاد الشركاء ووافقوا على التقييم.,"ما يحدث اذا قبل الوزير الاعتراض على تقرير اللجنة؟
أ- اذا كان رأسمال الشركة أو جزء منه حصصاً عينية فعلى مقدمي هذه الحصص المحافظة على هذه المقدمات وعدم التصرف بها الى حين تسليمها الى"
2900,ما هي الإجراءات التي يجب اتباعها إذا رأت المحكمة نقصًا في التقرير القانوني المقدم؟,يمكن للمحكمة أن تقرر إعادة التقرير للخبير لاكمال ما ترى فيه من نقص، أو تعهد بالمهمة إلى خبير آخر أو أكثر حسب الأصول.,أولاً: يجب على المحكمة أن تقدم الطرفين نسخة من التقرير المقدم، ثم يجب أن تقرر عقد جلسة للاطلاع
1822,من يقوم بتعيين البنك الذي تودع فيه النقابة أموالها؟,يعين البنك الذي تودع فيه النقابة أموالها الاتحاد العام لنقابات العمال.,إذا حلت النقابة بصفة غير اختيارية فإنه يودع أموالها في البنك الذي يعينه الاتحاد العام لنقابات العمال حتى تأسيس نقابة جديدة للهمة أو للمهن نفسها. إذا لم يتم تأسيس مثل هذه النقابة
864,ما الذي يضمنه الوكيل بموجب المادة 866؟,الوكيل يضمن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل إذا كانت الوكالة باجر.,"الموكل

### Question:
ما الذي يضمنه الوكيل بموجب المادة 866؟

### Input:
المادة 866
يضمن الوكيل ما ينجم عن تنازله عن التوكيل في وقت غير مناسب أو بغير مبرر من ضرر للموكل"
1353,ما هي الأحكام التي تسريها المادة 1381 من القانون المدني الأردني على رهن المال الشائع؟,تسري على رهن المال الشائع أحكام الرهن التاميني المنصوص عليها فيها.,أحكام الرهن التاميني المنصوص عليها في المادتين 1378 و 1379 و 1380 من القانون المدني الأردني لسنة 1960
3965,من هو الشخص المسؤول عن توقيع عقد تأسيس الشركة؟,يوقع كل مؤسس عقد التأسيس أمام المراقب أو من يفوضه خطياً.,"المادة 92
أ- يقدم طلب تأسيس الشركة من قبل مؤسسي الشركة إلى المراقب على النموذج المقرر لهذا الغرض مرفقاً بما يلي:-
1- عقد تأسيس الشركة.
2- نظامها الأساسي.
3- أسم"
3122,من هم المكلفون بتنفيذ أحكام القانون وفقاً للمادة 225؟,رئيس الوزراء والوزراء مكلفون بتنفيذ أحكام هذا القانون.,"المكلفون بتنفيذ أحكام القانون هم
رئيس الوزراء والوزراء

### Explanation:
المكلفون بتنفيذ أحكام القانون هم
رئيس الوزراء والوزراء

### Question:
من هم المكلفون بتنفيذ أحكام القانون وفقاً"
3381,من يحق له قرار وقف السير في معاملات التنفيذ؟,يحق للرئيس قرار وقف السير في معاملات التنفيذ عند المرحلة التي وصلت إليها بعد تقديم طلب الوقف وتأييده بالأوراق المطلوبة.,"للبطل، إذا كان طلب وقف السير في معاملات التنفيذ، فإنه يحق له ذلك، إذا كان في المرحلة التي وصلت إليها، عند الرفع بطلبه، مع مراعاة ما يلي:-

أ- للرئيس تكليف"
2049,في أي حالة يجوز تقديم دعوى الحق العام أمام القضاء الأردني؟,يجوز تقديم دعوى الحق العام أمام القضاء الأردني إذا ارتكبت الجريمة بوسائل إلكترونية خارج المملكة.,يمكن تقديم دعوى الحق العام على المشتكى عليه أمام القضاء الأردني في أي حالة يرتكب فيها المشتكى عليه الجريمة بوسائل الكترونية خارج المملكة الأردنية الهاشمية وترتب اثارها في المملكة الأرد
1145,ما هو الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة؟,يجب أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.,"الشرط الأساسي الذي يجب توفره في البيع الذي تثبت فيه الشفعة هو أن يكون العقار مملوكاً أو منقولاً في نطاق الأحكام التي يقضي بها القانون.
البيع الذي تثبت فيه الشفعة هو البيع الذي يث"
5149,ما هي العقوبة المحتملة للجناة في حالة حدوث سلب بالصورة الموصوفة في الفقرة الثانية وتسبب في رضوض أو جروح نتيجة العنف؟,يُعاقب الجناة بالأشغال المؤبدة.,"The punishment for the offenders in the case of theft described in the second paragraph and causing bruises or injuries as a result of violence is the following:
1- The temporary works for a period not less than seven years if the act of theft was committed during the day by two or more people and with the use of violence."
4777,ما هو العقاب المحدد للموظف الذي يتهاون في أداء واجباته دون سبب مشروع؟,الغرامة من عشرة دنانير الى خمسين دينارا أو الحبس من أسبوع واحد الى ثلاثة أشهر.,عقوبة الموظف الذي يتهاون في أداء واجباته دون سبب مشروع هو الغرامة من عشرة دنانير إلى خمسين دينارا أو الحبس من أسبوع واحد إلى ثلاثة أشهر. إذا لحق ضرر بمصالح الدولة من جراء هذا الإهم
1626,ما هي الحالة التي يمكن للعامل ترك العمل فيها بسبب تخفيض أجره؟,يمكن للعامل ترك العمل في حالة تخفيض أجره وفقاً لأحكام القانون.,ب- إذا تبين للوزير وقوع اعتداء من صاحب العمل أو من يمثله بالضرب أو بممارسة أي شكل من اشكال الاعتد
4460,ما هو تصنيف البنوك وشركات التأمين وفقًا للمادة 276 ب؟,تستثنى البنوك وشركات التأمين من أحكام المادة المذكورة.,"The banks and insurance companies are exempted from the provisions of Article 276.

### Question:
ما هو تصنيف البنوك وشركات التأمين وفقًا للمادة 276 ب؟

### Input:
المادة 276
أ- للوزير بناء على تنسيب المراقب"
4568,ما هي الحالة التي يُجيز فيها مصادرة الأشياء التي كانت معدة لارتكاب جناية؟,يُجيز مصادرة الأشياء التي كانت معدة لارتكاب جناية مقصودة.,"هي المادة 44 من قانون العقوبات

### Explanation:
هي المادة 44 من قانون العقوبات ، ويجوز في هذه المادة مصادرة الأشياء التي كانت معدة لارتكاب جناية أو جنحة مقصودة أو التي استعملت في ار"
1664,ما الذي يحكم تشكيل اللجنة الثلاثية وعملها؟,الأحكام والإجراءات المتعلقة بكيفية تشكيلها وعملها.,أ- تشكل في الوزارة لجنة تسمى (اللجنة الثلاثية لشؤون العمل) برئاسة الوزير وعضوية ممثلين عن الوزارة والعمال
2683,متى يسري النص المعدل للاختصاص على الدعاوى؟,يسري النص المعدل للاختصاص على الدعاوى بعد ختام المحاكمة في الدعوى.,The law will be applied to cases when the law comes into effect.
5616,ما يمكن للمحكمة فعله في حالة عدم استكمال المعترض إجراءات تقديم بيناته الدفاعية؟,تسمح له بإكمالها.,"The court can decide to reject the appeal if the appellant does not complete the procedures for presenting his/her defense within the required time frame.

### Explanation:
The court has the authority to reject an appeal if the appellant does not complete the procedures for presenting his/her defense within the required time frame. This is because the court is"
4170,كيف يعتبر الاجتماع الثاني للهيئة العامة قانونيًا؟,يعتبر الاجتماع الثاني قانونيًا بغض النظر عن عدد الأسهم الممثلة فيه.,"The second meeting of the General Assembly of a joint stock company is considered legal if shareholders representing more than half of the company's shares are present. If this quorum is not met within an hour of the scheduled meeting, the company's president issues a call to the General Assembly to convene a second meeting within ten days"
356,ما هي الوسيلة المشروعة لحماية التنفيذ وفق المادة 365؟,ضمان أموال المدين للوفاء بديونه ومساواة جميع الدائنين في هذا الضمان.,المدين ضامن أمواله جميعاً للوفاء بديونه، وجميع الدائنين متساوون في هذا الضمان، مع مراعاة أحكام القانون.
5045,ما هي العقوبة المقررة لمن يقوم بإجهاض حامل وهو على علم بحملها؟,يُعاقب بالأشغال المؤقتة لمدة لا تزيد على عشر سنوات.,The law states that the penalty for a man who performs an abortion on a pregnant woman whom he knows to be pregnant is ten years in prison.
192,ما هو الشرط الذي يجب تحققه ليكون الشخص قادرا على تنفيذ الحقوق باسمه لصالح الغير؟,يجب أن يكون للشخص مصلحة شخصية مادية أو ادبية في تنفيذ تلك الحقوق.,The condition that must be met for a person to be able to implement rights on behalf of others is that the person has a personal material or intellectual interest in their execution.
